,2019,1101,0,77,joe_golding
,2019,1102,0,77,dave_pilipovich
,2019,1103,0,77,john_groce
,2019,1104,0,77,avery_johnson
,2019,1105,0,77,VACANT
,2019,1106,0,77,lewis_jackson
,2019,1107,0,77,will_brown
,2019,1108,0,77,montez_robinson
,2019,1110,0,77,mike_brennan
,2019,1111,0,77,jim_fox
,2019,1112,0,77,sean_miller
,2019,1113,0,77,bobby_hurley
,2019,1114,0,77,darrell_walker
,2019,1115,0,77,george_ivory
,2019,1116,0,77,mike_anderson
,2019,1117,0,77,mike_balado
,2019,1119,0,77,jimmy_allen
,2019,1120,0,77,bruce_pearl
,2019,1122,0,77,matt_figger
,2019,1123,0,77,james_whitford
,2019,1124,0,77,scott_drew
,2019,1125,0,77,rick_byrd
,2019,1126,0,77,ryan_ridder
,2019,1127,0,77,tommy_dempsey
,2019,1129,0,77,leon_rice
,2019,1130,0,77,jim_christian
,2019,1131,0,77,joe_jones
,2019,1132,0,77,michael_huger
,2019,1133,0,77,brian_wardle
,2019,1135,0,77,mike_martin_brn
,2019,1136,0,77,jared_grasso
,2019,1137,0,77,nathan_davis
,2019,1138,0,77,nate_oats
,2019,1139,0,77,lavall_jordan
,2019,1140,0,77,dave_rose
,2019,1141,0,77,keno_davis
,2019,1142,0,77,joe_callero
,2019,1143,0,77,wyking_jones
,2019,1144,0,77,kevin_mcgeehan
,2019,1145,0,77,reggie_witherspoon
,2019,1146,0,77,russ_pennell
,2019,1148,0,77,donyell_marshall
,2019,1149,0,77,barclay_radebaugh
,2019,1150,0,44,ron_sanchez
,2019,1151,0,77,lamont_paris
,2019,1152,0,77,
,2019,1153,0,77,mick_cronin
,2019,1154,0,77,duggar_baucom
,2019,1155,0,77,brad_brownell
,2019,1156,0,77,dennis_felton
,2019,1157,0,77,cliff_ellis
,2019,1158,0,77,earl_grant
,2019,1159,0,77,matt_langel
,2019,1160,0,77,tad_boyle
,2019,1161,0,77,niko_medved
,2019,1162,0,77,jim_engles
,2019,1163,0,77,dan_hurley
,2019,1164,0,77,juan_dixon
,2019,1165,0,77,brian_earl
,2019,1166,0,77,greg_mcdermott
,2019,1167,0,77,rod_barnes
,2019,1168,0,77,dedrique_taylor
,2019,1169,0,77,mark_gottfried
,2019,1170,0,77,brian_katz
,2019,1171,0,77,david_mclaughlin
,2019,1172,0,77,bob_mckillop
,2019,1173,0,77,anthony_grant
,2019,1174,0,77,martin_ingelsby
,2019,1175,0,77,VACANT
,2019,1176,0,77,rodney_billups
,2019,1177,0,77,dave_leitao
,2019,1178,0,77,VACANT
,2019,1179,0,77,darian_devries
,2019,1180,0,77,zach_spiker
,2019,1181,0,77,mike_krzyzewski
,2019,1182,0,77,keith_dambrot
,2019,1183,0,77,jay_spoonhour
,2019,1184,0,77,aw_hamilton
,2019,1185,0,77,rob_murphy
,2019,1186,0,77,shantay_legans
,2019,1187,0,30,jeff_lebo
,2019,1188,0,77,jon_harris
,2019,1189,0,77,matt_matheny
,2019,1190,0,77,steve_forbes
,2019,1191,0,77,walter_mccarty
,2019,1192,0,77,greg_herenda
,2019,1193,0,77,sydney_johnson
,2019,1194,0,77,dusty_may
,2019,1195,0,77,michael_fly
,2019,1196,0,77,michael_white
,2019,1197,0,77,robert_mccullum
,2019,1198,0,77,jeremy_ballard
,2019,1199,0,77,leonard_hamilton
,2019,1200,0,77,jeff_neubauer
,2019,1201,0,77,justin_hutson
